I
1000 Generated by WorldEditor

1    104 1 0 EGLB Brooklands
100 68.58 1 0 0.25 0 0 0 01  51.34291324 -000.47161676  -25    0 1 0 0 0 19  51.35311859 -000.46967479    0   25 1 0 0 0
110 2 0.00 0.0000 New Taxiway 1
111  51.34989440 -000.46451977
111  51.35082012 -000.46402573
111  51.35436198 -000.46308060
111  51.35628049 -000.46265100
111  51.35636099 -000.46329541
111  51.35564993 -000.46338133
111  51.35551577 -000.46338133
113  51.34943826 -000.46507826
110 2 0.00 0.0000 Tower parking and apron
111  51.34603188 -000.47426173
111  51.34599251 -000.47405466
111  51.34622471 -000.47392610
111  51.34622870 -000.47388361
111  51.34625120 -000.47385660
111  51.34632430 -000.47378457
111  51.34634679 -000.47371255
111  51.34634679 -000.47360451
111  51.34631868 -000.47343345
111  51.34633555 -000.47342445
111  51.34637491 -000.47356850
111  51.34639741 -000.47362252
111  51.34646489 -000.47372155
111  51.34655166 -000.47370363
113  51.34661672 -000.47398264
110 2 0.00 0.0000 RifleRangeRoad
111  51.34603467 -000.47879065
111  51.34621652 -000.47887089
111  51.34635711 -000.47877186
111  51.34635149 -000.47816865
111  51.34631212 -000.47810562
111  51.34631212 -000.47777251
111  51.34635711 -000.47777251
111  51.34646396 -000.47747541
111  51.34626714 -000.47644005
111  51.34595784 -000.47660210
111  51.34593535 -000.47637703
111  51.34598034 -000.47640404
111  51.34626714 -000.47623298
111  51.34623902 -000.47606192
111  51.34661017 -000.47586385
111  51.34664391 -000.47597189
111  51.34681824 -000.47587285
111  51.34684073 -000.47597189
111  51.34664953 -000.47605291
111  51.34671702 -000.47640404
111  51.34659892 -000.47644005
111  51.34654831 -000.47623298
111  51.34640210 -000.47629600
111  51.34663829 -000.47738538
111  51.34652019 -000.47795257
111  51.34649770 -000.47850176
111  51.34652019 -000.47899693
111  51.34685760 -000.47909597
111  51.34725687 -000.47907796
111  51.34750993 -000.47909597
111  51.34786792 -000.47898427
111  51.34790761 -000.47949217
111  51.34734685 -000.47960056
111  51.34690822 -000.47962757
111  51.34637398 -000.47955555
113  51.34573100 -000.47928581
110 2 0.00 0.0000 New Taxiway 10
111  51.34765424 -000.47525255
111  51.34774612 -000.47571980
111  51.34770113 -000.47616995
111  51.34774612 -000.47628699
111  51.34819600 -000.47617896
111  51.34817913 -000.47624198
111  51.34774050 -000.47637703
111  51.34775737 -000.47663812
111  51.34734123 -000.47679117
111  51.34728499 -000.47638603
111  51.34765614 -000.47616995
111  51.34758866 -000.47585485
111  51.34766177 -000.47581883
111  51.34768989 -000.47571980
111  51.34767301 -000.47557575
113  51.34760925 -000.47529756
110 2 0.00 0.0000 New Taxiway 7
111  51.34524737 -000.47463946
111  51.34520801 -000.47444140
111  51.34508992 -000.47449541
111  51.34505055 -000.47434237
111  51.34518551 -000.47426134
111  51.34523050 -000.47415331
111  51.34543295 -000.47404527
111  51.34549481 -000.47399126
111  51.34551730 -000.47390123
111  51.34560728 -000.47384721
111  51.34564664 -000.47393724
111  51.34527549 -000.47424334
111  51.34524175 -000.47431536
113  51.34530923 -000.47463046
110 2 0.00 0.0000 OysterLaneGateRoad
111  51.34596156 -000.47661197
111  51.34603467 -000.47879065
111  51.34573100 -000.47928581
111  51.34556229 -000.47963692
111  51.34548918 -000.47955589
111  51.34580973 -000.47892569
111  51.34591095 -000.47874564
111  51.34592220 -000.47842154
111  51.34588845 -000.47827749
111  51.34564102 -000.47843954
111  51.34550043 -000.47824148
111  51.34553980 -000.47818746
111  51.34568038 -000.47822348
111  51.34577036 -000.47818746
111  51.34587158 -000.47795339
111  51.34584347 -000.47781835
111  51.34578161 -000.47760228
111  51.34570288 -000.47753026
111  51.34541042 -000.47784419
111  51.34538585 -000.47771712
111  51.34565789 -000.47747624
111  51.34560728 -000.47728718
111  51.34575911 -000.47713413
113  51.34565227 -000.47677402
110 2 0.00 0.0000 FlyingVillageRoad
111  51.34519676 -000.47518052
111  51.34535422 -000.47593676
111  51.34516302 -000.47603579
111  51.34513490 -000.47637790
111  51.34516864 -000.47673801
111  51.34531485 -000.47685505
111  51.34552293 -000.47674701
111  51.34551168 -000.47665698
111  51.34577036 -000.47650394
111  51.34580410 -000.47650394
111  51.34582097 -000.47618884
111  51.34583784 -000.47594576
111  51.34601780 -000.47583773
111  51.34621462 -000.47573870
111  51.34629335 -000.47563066
111  51.34630459 -000.47550462
111  51.34636083 -000.47547762
111  51.34638332 -000.47555864
111  51.34642269 -000.47563967
111  51.34653516 -000.47559465
111  51.34675448 -000.47548662
111  51.34674323 -000.47540559
111  51.34694568 -000.47531557
111  51.34696255 -000.47536058
111  51.34704128 -000.47533357
111  51.34706377 -000.47524354
111  51.34706377 -000.47517152
111  51.34712000 -000.47514451
111  51.34712563 -000.47522554
111  51.34715375 -000.47527955
111  51.34760363 -000.47505448
111  51.34765424 -000.47525255
111  51.34760925 -000.47529756
111  51.34746304 -000.47523454
111  51.34591657 -000.47604479
111  51.34592782 -000.47635989
111  51.34596156 -000.47661197
111  51.34565227 -000.47677402
111  51.34514615 -000.47714314
111  51.34508992 -000.47709812
111  51.34503368 -000.47717915
111  51.34503368 -000.47736821
111  51.34507867 -000.47768331
111  51.34515177 -000.47776433
111  51.34531485 -000.47775533
111  51.34524737 -000.47751225
111  51.34530276 -000.47745943
111  51.34538585 -000.47771712
111  51.34541042 -000.47784419
111  51.34553980 -000.47818746
111  51.34550043 -000.47824148
111  51.34474126 -000.47745824
111  51.34502806 -000.47681904
111  51.34502806 -000.47672000
111  51.34445446 -000.47607180
111  51.34448820 -000.47590075
111  51.34497744 -000.47643191
111  51.34502806 -000.47643191
111  51.34505617 -000.47635089
111  51.34505617 -000.47615283
111  51.34519676 -000.47568468
113  51.34509554 -000.47511750
110 2 0.00 0.0000 MainWorksRoad
111  51.34944148 -000.46760338
111  51.34935037 -000.46756232
111  51.34937316 -000.46706056
111  51.34933042 -000.46647212
111  51.34927914 -000.46643107
111  51.34922216 -000.46647669
111  51.34914238 -000.46644019
111  51.34913668 -000.46636265
111  51.34926205 -000.46631703
111  51.34930478 -000.46624861
111  51.34925457 -000.46575141
